e_id,l_id,time
20,8,1294794000
20,8,1295398800
20,8,1296003600
20,8,1296608400
20,8,1297213200
20,8,1297818000
20,8,1298422800
20,8,1299027600
20,8,1299632400
20,8,1300233600
20,8,1300838400
20,8,1301443200
20,8,1302048000
20,8,1302652800
20,8,1303862400
20,8,1304467200
20,8,1305072000
20,8,1305676800
20,8,1306281600
20,8,1306886400
20,8,1307491200
20,8,1308096000
20,8,1308700800
20,8,1309305600
20,8,1309910400
20,8,1310515200
20,8,1311120000
20,8,1311724800
20,8,1312329600
20,8,1312934400
20,8,1313539200
20,8,1314144000
20,8,1314748800
20,8,1315353600
20,8,1315958400
20,8,1316563200
20,8,1317168000
20,8,1317772800
20,8,1318377600
20,8,1318982400
20,8,1320192000
20,8,1320800400
20,8,1321405200
20,8,1322010000
20,8,1322614800
20,8,1323219600
20,8,1323824400
20,8,1324429200
20,8,1325034000
20,8,1325638800
20,8,1326243600
20,8,1326848400
20,8,1327453200
20,8,1331683200
20,8,1328058000
20,8,1328662800
20,8,1329267600
20,8,1329872400
20,8,1330477200
20,8,1331082000
20,8,1332892800
20,8,1332288000
20,8,1333497600
20,8,1334102400
20,8,1334707200
20,8,1335312000
20,8,1335916800
20,8,1336521600
20,8,1337126400
20,8,1337731200
20,8,1338336000
20,8,1338940800
20,8,1339545600
20,8,1340150400
20,8,1340755200
20,8,1341360000
20,8,1341964800
20,8,1342569600
20,8,1343174400
20,8,1343779200
20,8,1344384000
20,8,1344988800
20,8,1345593600
20,8,1346198400
20,8,1346803200
20,8,1347408000
20,8,1348012800
20,8,1348617600
20,8,1349222400
20,8,1349827200
20,8,1350432000
20,8,1351036800
20,8,1351641600
20,8,1352250000
20,8,1352854800
20,8,1353459600
20,8,1354064400
20,8,1354669200
20,8,1355274000
20,8,1355878800
20,8,1358298000
20,8,1357693200
20,8,1358902800
20,8,1359507600
20,8,1360112400
20,8,1360717200
20,8,1361322000
20,8,1361926800
20,8,1362531600
20,8,1363132800
20,8,1363737600
20,8,1364342400
20,8,1364947200
20,8,1365552000
20,8,1367366400
20,8,1366156800
20,8,1366761600
20,8,1367971200
20,8,1368576000
20,8,1369180800
20,8,1369785600
20,8,1370390400
20,8,1370995200
20,8,1371600000
20,8,1372204800
20,8,1372809600
20,8,1374019200
20,8,1373414400
20,8,1378857600
20,8,1374624000
20,8,1375228800
20,8,1375833600
20,8,1376438400
20,8,1377043200
20,8,1377648000
20,8,1378252800
20,8,1379462400
20,8,1380067200
20,8,1380672000
20,8,1381276800
20,8,1381881600
20,8,1382486400
20,8,1383091200
20,8,1383699600
20,8,1384304400
20,8,1384909200
20,8,1385514000
20,8,1386118800
20,8,1386723600
20,8,1387328400
20,8,1389747600
20,8,1390352400
20,8,1390957200
20,8,1391562000
20,8,1392166800
20,8,1392771600
20,8,1393376400
20,8,1393981200
20,8,1395187200
20,8,1394582400
20,8,1395792000
20,8,1396396800
20,8,1397001600
20,8,1397001600
20,8,1397606400
20,8,1398211200
20,8,1398816000
20,8,1400025600
20,8,1399420800
20,8,1400630400
20,8,1401235200
20,8,1401840000
20,8,1403049600
20,8,1402444800
20,8,1403654400
20,8,1404259200
20,8,1404864000
20,8,1405468800
20,8,1406073600
20,8,1408492800
20,8,1406678400
20,8,1407283200
20,8,1407888000
20,8,1409097600
20,8,1409702400
20,8,1410307200
20,8,1410912000
20,8,1411516800
20,8,1412121600
20,8,1412726400
20,8,1413331200
20,8,1413936000
20,8,1414540800
20,8,1415149200
20,8,1415754000
20,8,1416358800
20,8,1416963600
20,8,1417568400
20,8,1418173200
20,8,1418778000
20,8,1419382800
20,8,1419987600
20,8,1420592400
20,8,1421197200
20,8,1421802000
20,8,1422406800
20,8,1423011600
20,8,1423616400
20,8,1424221200
20,8,1424826000
20,8,1426032000
20,8,1425430800
20,8,1426636800
20,8,1427241600
20,8,1427846400
20,8,1428451200
21,9,1166230800
21,9,1166230800
22,10,1267576200
22,10,1270596600
22,10,1225236600
22,10,1228868100
22,10,1233706500
22,10,1236126600
22,10,1239146100
22,10,1243987200
22,10,1249428600
22,10,1251849600
22,10,1259713800
22,10,1262739600
22,10,1265158800
22,10,1273622400
22,10,1275435000
22,10,1278459000
22,10,1280878200
22,10,1283902200
22,10,1288740600
22,10,1294187400
22,10,1296608400
22,10,1297818000
22,10,1299025800
22,10,1302046200
22,10,1304465400
22,10,1309908600
22,10,1312327800
22,10,1313539200
22,10,1315351800
22,10,1317771000
22,10,1318982400
22,10,1320190200
22,10,1321405200
22,10,1325637000
22,10,1328058000
22,10,1328661000
22,10,1331080200
22,10,1333495800
22,10,1335915000
22,10,1335920400
22,10,1338939000
22,10,1344382200
22,10,1346801400
22,10,1348617600
22,10,1349220600
22,10,1351036800
22,10,1352248200
22,10,1354667400
22,10,1357086600
22,10,1360110600
22,10,1362529800
22,10,1364945400
22,10,1383697800
22,10,1390957200
22,10,1395792000
22,10,1397001600
22,10,1270598400
22,10,1251849600
22,10,1267578000
22,10,1259713800
22,10,1262737800
22,10,1265160600
22,10,1275436800
22,10,1283904000
22,10,1288742400
22,10,1294189200
22,10,1296608400
22,10,1299027600
22,10,1302046200
22,10,1304465400
22,10,1309910400
22,10,1312329600
22,10,1315353600
22,10,1317772800
22,10,1320192000
22,10,1325638800
23,10,1221332400
23,10,1266080400
23,10,1267290000
23,10,1269705600
23,10,1270915200
23,10,1272124800
23,10,1274544000
23,10,1276963200
23,10,1280592000
23,10,1281801600
23,10,1283011200
23,10,1284220800
23,10,1284825600
23,10,1286640000
23,10,1287244800
23,10,1287849600
23,10,1289667600
23,10,1290877200
23,10,1292086800
23,10,1292691600
23,10,1295110800
23,10,1296320400
23,10,1297530000
23,10,1298739600
23,10,1334426400
23,10,1352574000
23,10,1362844800
23,10,1384016400
24,10,1223852400
24,10,1225670400
24,10,1227484800
24,10,1229299200
24,10,1270413000
25,10,1226621700
25,10,1242950400
26,10,1231200900
26,10,1233016200
26,10,1234830600
26,10,1235435400
26,10,1236040200
26,10,1238455800
26,10,1240876800
26,10,1241479800
26,10,1242084600
26,10,1269907200
26,10,1254785400
26,10,1257208200
26,10,1268096400
26,10,1268697600
26,10,1271116800
26,10,1272326400
26,10,1272929400
26,10,1274140800
26,10,1274743800
26,10,1276560000
26,10,1278979200
26,10,1280188800
26,10,1282003200
26,10,1284422400
26,10,1287446400
26,10,1289264400
26,10,1289869200
26,10,1292288400
26,10,1293498000
26,10,1295312400
26,10,1296522000
26,10,1298941200
26,10,1300147200
26,10,1300752000
26,10,1303171200
26,10,1303776000
26,10,1305590400
26,10,1306195200
26,10,1311033600
26,10,1311638400
26,10,1317081600
26,10,1312848000
26,10,1314057600
26,10,1315872000
26,10,1318291200
26,10,1322528400
26,10,1323738000
26,10,1324947600
26,10,1326762000
26,10,1329786000
26,10,1332201600
26,10,1334620800
26,10,1337644800
26,10,1340064000
26,10,1341271800
26,10,1343088000
26,10,1346112000
26,10,1352768400
26,10,1355187600
26,10,1355187600
26,10,1358211600
26,10,1361235600
26,10,1363651200
26,10,1367280000
26,10,1369094400
26,10,1367883000
26,10,1371513600
26,10,1370302200
26,10,1372723200
26,10,1373326200
26,10,1373326200
26,10,1374534000
26,10,1375745400
26,10,1376956800
26,10,1377559800
26,10,1378164600
26,10,1379374200
26,10,1380585600
26,10,1381188600
26,10,1382400000
26,10,1383003000
26,10,1384216200
26,10,1384218000
26,10,1385425800
26,10,1386030600
26,10,1386635400
26,10,1387242000
26,10,1388449800
26,10,1389054600
26,10,1389659400
26,10,1390869000
26,10,1391473800
26,10,1392078600
26,10,1392685200
26,10,1393288200
26,10,1393893000
26,10,1394494200
26,10,1395703800
26,10,1397518200
26,10,1398727800
26,10,1399332600
26,10,1399937400
26,10,1400544000
26,10,1401147000
26,10,1401751800
26,10,1402356600
26,10,1403566200
26,10,1404775800
26,10,1405380600
26,10,1406590200
26,10,1407195000
26,10,1407799800
26,10,1409009400
26,10,1409614200
26,10,1410219000
26,10,1411428600
26,10,1412638200
26,10,1413243000
26,10,1414452600
26,10,1415061000
26,10,1415665800
26,10,1416875400
26,10,1417480200
26,10,1418085000
26,10,1419294600
26,10,1420504200
26,10,1421109000
26,10,1422318600
26,10,1422923400
26,10,1423528200
26,10,1424737800
26,10,1425342600
26,10,1425943800
26,10,1427153400
26,10,1428363000
26,10,1428967800
26,10,1254785400
26,10,1257208200
26,10,1272931200
27,10,1245279600
27,10,1287621000
28,10,1278774000
28,10,1364655600
29,11,1172883600
29,11,1177113600
29,11,1181952000
29,11,1190419200
29,11,1172883600
29,11,1177113600
29,11,1181952000
29,11,1190419200
30,12,1259625600
30,12,1257206400
30,12,1252969200
30,12,1253574000
30,12,1254783600
30,12,1255392000
30,12,1255996800
30,12,1256598000
30,12,1262044800
30,12,1258416000
30,12,1259020800
30,12,1260835200
30,12,1261440000
30,12,1262649600
30,12,1263254400
30,12,1263859200
30,12,1264464000
30,12,1265068800
30,12,1265673600
30,12,1267488000
30,12,1268694000
30,12,1269903600
31,13,1198891800
31,13,1229731200
31,13,1261180800
31,13,1198891800
31,13,1229731200
31,13,1261180800
31,13,1292630400
31,13,1229731200
31,13,1229731200
31,13,1261180800
32,13,1277602200
33,14,1204401600
33,14,1205607600
33,14,1206817200
33,14,1215284400
33,14,1209236400
33,14,1210446000
33,14,1212865200
33,14,1214074800
33,14,1225566000
33,14,1216494000
33,14,1217703600
33,14,1220727600
33,14,1221937200
33,14,1223146800
33,14,1224356400
33,14,1226172600
33,14,1226777400
33,14,1228591800
33,14,1229801400
33,14,1231011000
33,14,1232220600
33,14,1234035000
33,14,1235244600
33,14,1236454200
33,14,1237662000
33,14,1238871600
33,14,1240081200
33,14,1171742400
33,14,1172952000
33,14,1175972400
33,14,1179606600
33,14,1180211400
33,14,1180816200
33,14,1181421000
33,14,1182025800
33,14,1183235400
33,14,1185049800
33,14,1189283400
33,14,1228599000
33,14,1272141000
33,14,1272745800
33,14,1273350600
33,14,1273955400
33,14,1274560200
33,14,1275165000
33,14,1275769800
33,14,1276374600
33,14,1276979400
33,14,1277584200
33,14,1278189000
33,14,1278793800
33,14,1279398600
33,14,1280003400
33,14,1280608200
33,14,1281213000
33,14,1281817800
33,14,1282422600
33,14,1283027400
33,14,1283632200
33,14,1284237000
33,14,1284841800
33,14,1285446600
33,14,1286051400
33,14,1286656200
33,14,1287261000
33,14,1287865800
33,14,1288470600
33,14,1289075400
33,14,1289683800
33,14,1290288600
33,14,1290893400
33,14,1291498200
33,14,1292103000
33,14,1292707800
33,14,1294522200
33,14,1295127000
33,14,1295731800
33,14,1296336600
33,14,1296941400
33,14,1297546200
33,14,1298151000
33,14,1298755800
33,14,1299360600
33,14,1299965400
33,14,1300566600
33,14,1301171400
33,14,1301776200
33,14,1302381000
33,14,1302985800
33,14,1303590600
33,14,1304195400
33,14,1304800200
33,14,1305405000
33,14,1306009800
33,14,1306614600
33,14,1307219400
33,14,1307824200
33,14,1308429000
33,14,1309033800
33,14,1309638600
33,14,1310243400
33,14,1310848200
33,14,1311453000
33,14,1312057800
33,14,1312662600
33,14,1313267400
33,14,1313872200
33,14,1314477000
33,14,1315081800
33,14,1315686600
33,14,1316291400
33,14,1316896200
33,14,1317501000
33,14,1318105800
33,14,1318710600
33,14,1319315400
33,14,1319920200
33,14,1320525000
33,14,1321133400
33,14,1321738200
33,14,1322343000
33,14,1322947800
33,14,1323552600
33,14,1324157400
33,14,1325971800
33,14,1326576600
33,14,1327181400
33,14,1327786200
33,14,1328391000
33,14,1328995800
33,14,1329600600
33,14,1330205400
33,14,1330810200
33,14,1331415000
33,14,1332016200
33,14,1332621000
33,14,1333225800
33,14,1333830600
33,14,1334435400
33,14,1335040200
33,14,1335645000
33,14,1336249800
33,14,1336854600
33,14,1338064200
33,14,1338669000
33,14,1339273800
33,14,1339878600
33,14,1340483400
33,14,1341088200
33,14,1341693000
33,14,1342297800
33,14,1342902600
33,14,1343507400
33,14,1344112200
33,14,1344717000
33,14,1345321800
33,14,1345926600
33,14,1346531400
33,14,1347136200
33,14,1347741000
33,14,1348345800
33,14,1348950600
33,14,1349555400
33,14,1350160200
33,14,1350765000
33,14,1351369800
33,14,1351974600
33,14,1352583000
33,14,1353187800
33,14,1353792600
33,14,1354397400
33,14,1355002200
33,14,1355607000
33,14,1356211800
33,14,1356816600
33,14,1357421400
33,14,1358026200
33,14,1358631000
33,14,1359235800
33,14,1359840600
33,14,1360445400
33,14,1361050200
33,14,1361655000
33,14,1362259800
33,14,1362864600
33,14,1363465800
33,14,1364070600
33,14,1364675400
33,14,1365280200
33,14,1365885000
33,14,1366489800
33,14,1367094600
33,14,1367699400
33,14,1368304200
33,14,1368909000
33,14,1369513800
33,14,1370118600
33,14,1370723400
33,14,1371328200
33,14,1371933000
33,14,1372537800
33,14,1373142600
33,14,1373747400
33,14,1374352200
33,14,1374957000
33,14,1375561800
33,14,1376166600
33,14,1376771400
33,14,1377376200
33,14,1377981000
33,14,1378585800
33,14,1379190600
33,14,1379795400
33,14,1380400200
33,14,1381005000
33,14,1381609800
33,14,1382214600
33,14,1382819400
33,14,1383424200
33,14,1384032600
33,14,1384637400
33,14,1385242200
33,14,1385847000
33,14,1386451800
33,14,1387056600
33,14,1387057500
33,14,1387661400
33,14,1388266200
33,14,1388871000
33,14,1389475800
33,14,1390080600
33,14,1390685400
33,14,1391290200
33,14,1391895000
33,14,1392499800
33,14,1393104600
33,14,1393709400
33,14,1394314200
33,14,1394915400
33,14,1395520200
33,14,1396125000
33,14,1396729800
33,14,1397334600
33,14,1397939400
33,14,1398544200
33,14,1399149000
33,14,1399753800
33,14,1400358600
33,14,1400963400
33,14,1401568200
33,14,1402173000
33,14,1402777800
33,14,1403382600
33,14,1403987400
33,14,1404592200
33,14,1405197000
33,14,1405801800
33,14,1406406600
33,14,1407011400
33,14,1407616200
33,14,1408221000
33,14,1408825800
33,14,1409430600
33,14,1410035400
33,14,1410640200
33,14,1411245000
33,14,1411849800
33,14,1412454600
33,14,1413059400
33,14,1413664200
33,14,1414269000
33,14,1414873800
33,14,1415482200
33,14,1416087000
33,14,1416691800
33,14,1417296600
33,14,1417901400
33,14,1418506200
33,14,1419111000
33,14,1419715800
33,14,1420320600
33,14,1420925400
33,14,1421530200
33,14,1422135000
33,14,1422739800
33,14,1423344600
33,14,1423949400
33,14,1424554200
33,14,1425159000
33,14,1425763800
33,14,1426365000
33,14,1426969800
33,14,1427574600
33,14,1428179400
34,15,1208025000
35,16,1213489800
36,17,1221264000
36,17,1231549200
36,17,1221264000
36,17,1231549200
37,18,1222012800
37,18,1223229600
37,18,1224439200
37,18,1225656000
37,18,1226257200
37,18,1228680000
37,18,1231099200
37,18,1232305200
37,18,1232910000
37,18,1233518400
37,18,1235329200
37,18,1235937600
37,18,1237140000
37,18,1238353200
37,18,1238950800
37,18,1239559200
37,18,1240768800
37,18,1241377200
37,18,1242579600
37,18,1243180800
37,18,1243785600
37,18,1244390400
37,18,1244995200
37,18,1245600000
37,18,1246204800
37,18,1246809600
37,18,1260129600
37,18,1247414400
37,18,1257105600
37,18,1264352400
37,18,1266771600
37,18,1289754000
37,18,1347213600
37,18,1348423200
37,18,1349028000
37,18,1350835200
37,18,1370793600
37,18,1381681800
38,18,1223506800
38,18,1226534400
38,18,1228953600
39,18,1223737200
39,18,1243639800
39,18,1244244600
39,18,1245454200
39,18,1244849400
39,18,1244907000
39,18,1246059000
39,18,1246663800
39,18,1247268600
39,18,1248478200
39,18,1252713600
39,18,1263600000
39,18,1277508600
39,18,1285372800
39,18,1345851000
39,18,1349479800
39,18,1351899000
39,18,1354926600
39,18,1357345800
39,18,1359765000
39,18,1362184200
39,18,1365204600
39,18,1367623800
39,18,1370647800
39,18,1373067000
39,18,1375486200
39,18,1378511100
39,18,1380930300
39,18,1384563600
39,18,1396655100
39,18,1394239500
40,18,1226797200
40,18,1229216400
40,18,1232823600
40,18,1235243700
40,18,1235847600
40,18,1237050000
40,18,1237658400
40,18,1238868000
40,18,1239472800
40,18,1240689600
40,18,1240682400
40,18,1260648000
40,18,1265482800
40,18,1268497800
40,18,1270317600
40,18,1278784800
40,18,1286042400
40,18,1287252000
40,18,1347127200
40,18,1348941600
40,18,1367688600
40,18,1371924000
40,18,1380391200
40,18,1384635600
41,18,1228264200
41,18,1229473800
41,18,1231893000
41,18,1233102600
41,18,1234312200
41,18,1234917000
41,18,1235521800
41,18,1236727800
41,18,1237332600
41,18,1237937400
41,18,1238542200
41,18,1239147000
41,18,1239751800
41,18,1240356600
41,18,1240961400
41,18,1241566200
41,18,1242171000
41,18,1242775800
41,18,1243380600
41,18,1243985400
41,18,1245195000
41,18,1245799800
41,18,1246404600
41,18,1247009400
41,18,1247614200
41,18,1248823800
41,18,1253662200
41,18,1256081400
41,18,1257901200
41,18,1273620600
41,18,1274225400
41,18,1276644600
41,18,1291770000
41,18,1351639800
41,18,1360110600
41,18,1376438400
41,18,1383089400
42,19,1222212600
42,19,1224639000
43,19,1223681400
44,19,1225929600
45,19,1228611600
45,19,1237681800
45,19,1243713600
46,20,1225044000
47,21,1225409400
47,21,1227227400
47,21,1232065800
47,21,1238108400
47,21,1242948600
48,21,1235003400
48,21,1236814200
49,21,1239665400
49,21,1242689400
50,21,1247338800
50,21,1248548400
50,21,1252782000
51,21,1237752000
51,21,1238356800
51,21,1238961600
51,21,1245009600
51,21,1248638400
52,22,1227376800
52,22,1201374000
53,22,1227463200
54,22,1216944000
54,22,1254443400
54,22,1315524600
55,22,1286577000
56,22,1313537400
57,23,1227884400
58,24,1231113600
58,24,1234137600
59,24,1359509400
60,24,1363221000
60,24,1365640200
60,24,1368059400
60,24,1374107400
60,24,1377131400
60,24,1379550600
60,24,1381969800
60,24,1384997400
60,24,1387416600
60,24,1389835800
60,24,1392859800
60,24,1395275400
60,24,1397694600
60,24,1400718600
60,24,1403137800
60,24,1405557000
60,24,1408581000
60,24,1411000200
60,24,1413419400
60,24,1416447000
60,24,1418866200
60,24,1421890200
60,24,1424309400
60,24,1426725000
60,24,1429144200
60,24,1346283000
61,25,1231808400
61,25,1233622800
61,25,1271113200
62,25,1234400400
62,25,1235610000
62,25,1236214800
62,25,1237420800
62,25,1238025600
62,25,1238630400
63,26,1233417600
63,26,1246806000
64,26,1234720800
64,26,1235930400
64,26,1238346000
64,26,1238958000
64,26,1266775200
64,26,1276455600
64,26,1279479600
64,26,1285527600
64,26,1287946800
65,26,1271806200
65,26,1274830200
65,26,1279668600
65,26,1281483000
66,26,1273793400
67,26,1277163000
68,27,1235001600
68,27,1237417200
68,27,1253741400
68,27,1267047000
69,28,1235781000
69,28,1238196600
70,29,1236042000
71,30,1236897000
71,30,1239316200
71,30,1242340200
72,30,1238266800
72,30,1240077600
72,30,1242500400
73,31,1238538600
74,32,1237748400
75,33,1238261400
75,33,1258833600
75,33,1255197600
75,33,1257015600
75,33,1258228800
75,33,1273345200
75,33,1279391400
75,33,1279994400
75,33,1280599200
75,33,1282415400
75,33,1283020200
75,33,1283625000
75,33,1347130800
75,33,1400360400
75,33,1406408400
75,33,1395518400
75,33,1399150800
75,33,1397336400
75,33,1397941200
75,33,1407618000
75,33,1398546000
75,33,1399755600
75,33,1400965200
75,33,1401570000
75,33,1402174800
75,33,1402779600
75,33,1403384400
75,33,1403989200
75,33,1404594000
75,33,1405198800
75,33,1405803600
75,33,1407013200
75,33,1408222800
75,33,1408827600
75,33,1409432400
75,33,1410037200
75,33,1410642000
75,33,1411246800
75,33,1411851600
75,33,1412456400
75,33,1419717600
75,33,1413061200
75,33,1413666000
75,33,1414270800
75,33,1414875600
75,33,1422136800
75,33,1415484000
75,33,1416088800
75,33,1416693600
75,33,1417298400
75,33,1417903200
75,33,1418508000
75,33,1419112800
75,33,1420322400
75,33,1423951200
75,33,1424556000
75,33,1420927200
75,33,1421532000
75,33,1422741600
75,33,1423346400
75,33,1425160800
75,33,1425765600
75,33,1426366800
75,33,1426971600
75,33,1428181200
75,33,1427576400
76,33,1241978400
76,33,1242583200
76,33,1243188000
76,33,1243792800
76,33,1244397600
76,33,1245002400
76,33,1255888800
76,33,1245607200
76,33,1246212000
76,33,1247421600
76,33,1248026400
76,33,1248631200
76,33,1249236000
76,33,1249840800
76,33,1250445600
76,33,1251050400
76,33,1252864800
76,33,1253469600
76,33,1258311600
76,33,1254679200
76,33,1256493600
76,33,1257102000
76,33,1257706800
76,33,1258916400
76,33,1262545200
76,33,1261940400
76,33,1264359600
76,33,1264964400
76,33,1266778800
76,33,1265569200
76,33,1267383600
76,33,1267988400
76,33,1268589600
76,33,1270404000
76,33,1271008800
76,33,1271613600
76,33,1272218400
76,33,1272823200
76,33,1274032800
76,33,1274637600
76,33,1275847200
76,33,1281290400
76,33,1282500000
76,33,1283709600
76,33,1284919200
76,33,1286128800
76,33,1287338400
76,33,1288548000
76,33,1292180400
76,33,1289761200
76,33,1290970800
76,33,1294599600
76,33,1295809200
76,33,1298232000
76,33,1299441600
76,33,1298836800
76,33,1300042800
76,33,1300647600
76,33,1329076800
76,33,1332702000
76,33,1333306800
76,33,1338145200
76,33,1339959600
76,33,1384113600
77,33,1244070000
77,33,1244674800
77,33,1245279600
77,33,1245884400
77,33,1246489200
77,33,1247094000
77,33,1247698800
77,33,1248303600
77,33,1251932400
77,33,1252537200
78,33,1245106800
78,33,1245711600
79,33,1333652400
79,33,1394749800
79,33,1395354600
80,33,1395786600
80,33,1396391400
80,33,1396996200
80,33,1397601000
80,33,1398810600
81,34,1238896800
82,34,1239840000
83,35,1241046000
83,35,1248305400
84,36,1241049600
84,36,1242259200
85,37,1241654400
85,37,1242864000
86,37,1264971600
87,37,1228870800
87,37,1229475600
87,37,1231290000
87,37,1247616000
87,37,1253059200
87,37,1262739600
88,38,1242082800
89,38,1263067200
89,38,1263672000
89,38,1264276800
90,38,1265932800
91,38,1269196200
91,38,1269801000
92,39,1242514800
93,40,1242595800
94,40,1223422200
94,40,1224631800
94,40,1226449800
94,40,1228869000
94,40,1231893000
94,40,1233707400
94,40,1234917000
94,40,1236126600
94,40,1237332600
94,40,1239147000
94,40,1240356600
94,40,1241566200
94,40,1240963200
94,40,1245195000
94,40,1242775800
94,40,1243382400
94,40,1243985400
94,40,1245801600
94,40,1247009400
94,40,1248219000
94,40,1248825600
94,40,1249428600
94,40,1250638200
94,40,1251244800
94,40,1251847800
94,40,1253057400
94,40,1254871800
94,40,1256081400
94,40,1257901200
94,40,1258506000
94,40,1259110800
94,40,1260320400
94,40,1260925200
94,40,1263344400
94,40,1263949200
94,40,1264554000
94,40,1265763600
94,40,1266368400
94,40,1266973200
94,40,1268182800
94,40,1268784000
94,40,1269388800
94,40,1271203200
94,40,1271808000
94,40,1272412800
94,40,1273622400
94,40,1274227200
94,40,1274832000
94,40,1276041600
94,40,1276646400
94,40,1277251200
94,40,1279065600
94,40,1279670400
94,40,1280275200
94,40,1281484800
94,40,1282089600
94,40,1282694400
94,40,1284508800
94,40,1285113600
94,40,1285718400
94,40,1286928000
94,40,1287532800
94,40,1288137600
94,40,1289350800
94,40,1289955600
94,40,1290560400
94,40,1292374800
94,40,1293584400
94,40,1295398800
94,40,1296003600
94,40,1300838400
94,40,1297213200
94,40,1297818000
94,40,1298422800
94,40,1299632400
94,40,1300233600
94,40,1302652800
94,40,1303257600
94,40,1303862400
94,40,1305072000
94,40,1305676800
95,40,1238025600
95,40,1277337600
96,41,1243638000
96,41,1245452400
96,41,1249081200
96,41,1253919600
97,42,1243796400
97,42,1245006000
97,42,1247425200
97,42,1250449200
97,42,1251658800
97,42,1252868400
97,42,1254078000
97,42,1255287600
97,42,1256497200
97,42,1258315200
97,42,1261339200
97,42,1263153600
97,42,1264363200
97,42,1265572800
97,42,1266782400
97,42,1268593200
97,42,1269802800
97,42,1271012400
97,42,1272826800
97,42,1274641200
98,42,1247612400
98,42,1251241200
98,42,1252450800
98,42,1259712000
98,42,1263945600
99,42,1254351600
100,42,1256252400
100,42,1268953200
100,42,1271372400
100,42,1273791600
101,42,1292608800
102,43,1254956400
102,43,1253746800
102,43,1253142000
102,43,1254351600
102,43,1255564800
102,43,1256162400
102,43,1261609200
102,43,1256767200
102,43,1257375600
102,43,1257980400
102,43,1258585200
102,43,1259190000
102,43,1259794800
102,43,1260399600
102,43,1261004400
102,43,1262822400
