g_id,e_id
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1436
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1437
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1438
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1439
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1440
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1441
0,1442
0,1443
0,1443
0,1443
0,1444
0,1445
0,1446
0,1446
0,1446
0,1447
0,1447
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1448
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1449
0,1452
0,1453
0,1454
0,1455
0,1456
0,1456
0,1456
0,1456
0,1456
0,1456
0,1456
0,1456
0,1457
0,1461
0,1461
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1462
0,1463
0,1464
0,1464
0,1464
0,1465
0,1465
0,1465
0,1465
0,1465
0,1465
0,1465
0,1465
0,1466
0,1466
0,1466
0,1466
0,1466
0,1466
0,1466
0,1466
0,1466
0,1467
0,1467
0,1467
0,1467
0,1467
0,1467
0,1467
0,1467
0,1467
0,1467
0,1468
0,1471
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1472
0,1473
0,1473
0,1473
0,1473
0,1473
0,1473
0,1473
0,1473
0,1473
0,1474
0,1475
0,1476
0,1476
0,1477
0,1477
0,1477
0,1477
0,1478
0,1479
0,1480
0,1480
0,1481
0,1481
0,1481
0,1481
0,1481
0,1481
0,1481
0,1482
0,1482
1,1056
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1722
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1723
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1724
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1725
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
1,1726
